case_id,year,court,case_type,bail_amount_inr,days_to_bail_order
626,2021,District Court - East,Cheating,10600,45
627,2021,District Court - East,Domestic Dispute,34700,12
628,2021,District Court - Central,Domestic Dispute,5600,38
629,2021,District Court - West,Cheating,27700,40
630,2021,District Court - East,Domestic Dispute,11300,39
631,2021,District Court - East,Domestic Dispute,17500,15
632,2021,District Court - South,Cyber Offence,35600,36
633,2021,District Court - Central,Public Nuisance,18300,34
634,2021,District Court - Central,Cheating,10000,15
635,2021,District Court - East,Cheating,10100,26
636,2021,District Court - Central,Cheating,4900,2
637,2021,District Court - North,Cheating,6800,28
638,2021,District Court - Central,NDPS,8100,45
639,2021,District Court - Central,Cyber Offence,18100,37
640,2021,District Court - North,Public Nuisance,32400,9
641,2021,District Court - East,NDPS,19200,9
642,2021,District Court - West,Cyber Offence,20200,45
643,2021,District Court - South,Theft,40000,24
644,2021,District Court - South,Cyber Offence,5200,34
645,2021,District Court - North,Domestic Dispute,16600,44
646,2021,District Court - West,Cheating,14800,8
647,2021,District Court - South,Domestic Dispute,6600,33
648,2021,District Court - East,Domestic Dispute,28800,33
649,2021,District Court - East,Domestic Dispute,44300,18
650,2021,District Court - East,Theft,9800,28
651,2021,District Court - Central,Domestic Dispute,24200,45
652,2021,District Court - Central,Public Nuisance,13700,20
653,2021,District Court - South,Theft,9700,5
654,2021,District Court - West,Public Nuisance,21100,26
655,2021,District Court - East,Assault,10300,3
656,2021,District Court - South,Assault,33700,29
657,2021,District Court - West,Theft,11700,20
658,2021,District Court - North,NDPS,15800,33
659,2021,District Court - South,Cyber Offence,27500,14
660,2021,District Court - Central,Cheating,13000,8
661,2021,District Court - North,Theft,3700,3
662,2021,District Court - East,Public Nuisance,18300,20
663,2021,District Court - South,Assault,18600,3
664,2021,District Court - East,NDPS,13300,7
665,2021,District Court - North,NDPS,4400,40
666,2021,District Court - West,NDPS,18200,13
667,2021,District Court - West,Domestic Dispute,27500,6
668,2021,District Court - North,Theft,12300,27
669,2021,District Court - North,Assault,4500,40
670,2021,District Court - Central,Cheating,12100,41
671,2021,District Court - South,Domestic Dispute,19800,28
672,2021,District Court - South,Assault,15700,32
673,2021,District Court - North,Theft,12400,18
674,2021,District Court - South,NDPS,16200,1
675,2021,District Court - Central,Cheating,13400,17
676,2021,District Court - North,Public Nuisance,26400,6
677,2021,District Court - West,Domestic Dispute,24800,37
678,2021,District Court - West,Cheating,9100,32
679,2021,District Court - East,Domestic Dispute,5600,13
680,2021,District Court - North,Cheating,7700,7
681,2021,District Court - South,Theft,22400,45
682,2021,District Court - North,Theft,13000,12
683,2021,District Court - Central,Public Nuisance,11000,33
684,2021,District Court - Central,Assault,16000,45
685,2021,District Court - West,Domestic Dispute,20900,26
686,2021,District Court - South,NDPS,26700,32
687,2021,District Court - North,Domestic Dispute,28000,16
688,2021,District Court - West,Public Nuisance,33000,38
689,2021,District Court - Central,Cheating,15000,20
690,2021,District Court - Central,Domestic Dispute,27100,21
691,2021,District Court - East,Cheating,13000,13
692,2021,District Court - East,NDPS,14200,34
693,2021,District Court - North,Assault,4600,11
694,2021,District Court - North,Cyber Offence,19800,2
695,2021,District Court - North,Domestic Dispute,9100,40
696,2021,District Court - East,Public Nuisance,35500,8
697,2021,District Court - Central,Domestic Dispute,56400,31
698,2021,District Court - South,Theft,9200,9
699,2021,District Court - East,Cheating,48800,26
700,2021,District Court - North,Theft,9200,1
701,2021,District Court - East,Cheating,4100,20
702,2021,District Court - East,Theft,18200,20
703,2021,District Court - West,Cyber Offence,12800,4
704,2021,District Court - South,NDPS,7100,1
705,2021,District Court - East,Cheating,31700,45
706,2021,District Court - Central,Cheating,19200,36
707,2021,District Court - Central,Domestic Dispute,24300,34
708,2021,District Court - South,Cheating,8200,22
709,2021,District Court - West,Public Nuisance,49300,5
710,2021,District Court - North,Assault,37200,27
711,2021,District Court - South,Public Nuisance,25300,40
712,2021,District Court - East,Assault,18500,18
713,2021,District Court - Central,Theft,18900,29
714,2021,District Court - West,Assault,7800,42
715,2021,District Court - East,Domestic Dispute,9800,36
716,2021,District Court - Central,Cheating,15000,6
717,2021,District Court - North,Domestic Dispute,19300,18
718,2021,District Court - West,Cheating,14500,36
719,2021,District Court - North,Theft,21900,24
720,2021,District Court - Central,Cheating,11300,23
721,2021,District Court - North,Cheating,4800,33
722,2021,District Court - Central,Domestic Dispute,13600,41
723,2021,District Court - East,Cyber Offence,19400,24
724,2021,District Court - Central,Public Nuisance,24100,18
725,2021,District Court - North,Domestic Dispute,32500,38
726,2021,District Court - East,Cyber Offence,5700,24
727,2021,District Court - Central,Public Nuisance,13900,14
728,2021,District Court - South,Cheating,35000,37
729,2021,District Court - South,Cheating,10100,14
730,2021,District Court - East,Theft,25700,23
731,2021,District Court - Central,Public Nuisance,4400,3
732,2021,District Court - South,Cyber Offence,7300,41
733,2021,District Court - Central,Theft,7500,31
734,2021,District Court - North,Domestic Dispute,49000,30
735,2021,District Court - Central,Theft,17100,43
736,2021,District Court - Central,Domestic Dispute,18000,27
737,2021,District Court - South,Assault,12100,3
738,2021,District Court - West,NDPS,3900,39
739,2021,District Court - East,Cheating,26600,14
740,2021,District Court - North,Domestic Dispute,24000,38
741,2021,District Court - Central,Cyber Offence,17800,17
742,2021,District Court - West,Public Nuisance,37100,20
743,2021,District Court - East,NDPS,16000,36
744,2021,District Court - Central,NDPS,14100,22
745,2021,District Court - West,Public Nuisance,27400,39
746,2021,District Court - South,Theft,23200,16
747,2021,District Court - East,Cyber Offence,14800,21
748,2021,District Court - South,NDPS,8800,45
749,2021,District Court - North,Assault,21300,41
750,2021,District Court - East,Cheating,19200,42
751,2021,District Court - West,Theft,9200,23
752,2021,District Court - West,Assault,22600,36
753,2021,District Court - Central,NDPS,24100,42
754,2021,District Court - South,Domestic Dispute,12100,7
755,2021,District Court - Central,Domestic Dispute,17700,22
756,2021,District Court - Central,Assault,69200,5
757,2021,District Court - East,Domestic Dispute,24600,10
758,2021,District Court - East,Cheating,23400,44
759,2021,District Court - South,NDPS,14800,6
760,2021,District Court - North,Cyber Offence,7400,18
761,2021,District Court - Central,Domestic Dispute,48300,6
762,2021,District Court - West,NDPS,45300,2
763,2021,District Court - West,NDPS,10100,38
764,2021,District Court - North,NDPS,30400,21
765,2021,District Court - West,Domestic Dispute,5800,34
766,2021,District Court - Central,Assault,12200,21
767,2021,District Court - Central,Assault,8700,43
768,2021,District Court - North,NDPS,19300,30
769,2021,District Court - West,NDPS,13300,4
770,2021,District Court - North,Public Nuisance,7000,6
771,2021,District Court - East,Theft,21800,16
772,2021,District Court - West,Domestic Dispute,16500,19
773,2021,District Court - East,Cheating,13700,39
774,2021,District Court - South,Cheating,12500,22
775,2021,District Court - North,NDPS,22900,15
776,2021,District Court - South,NDPS,11400,17
777,2021,District Court - West,Cyber Offence,7400,30
778,2021,District Court - East,Theft,33000,25
779,2021,District Court - East,Cyber Offence,18000,39
780,2021,District Court - West,NDPS,17700,40
781,2021,District Court - South,Cheating,18500,15
782,2021,District Court - East,Assault,17500,41
783,2021,District Court - South,Public Nuisance,13900,7
784,2021,District Court - North,Theft,6200,26
785,2021,District Court - North,Public Nuisance,18200,33
786,2021,District Court - South,Theft,3200,43
787,2021,District Court - East,Theft,27900,23
788,2021,District Court - West,Public Nuisance,9700,45
789,2021,District Court - South,Cyber Offence,20600,7
790,2021,District Court - North,Cheating,36100,40
791,2021,District Court - South,Cheating,7600,45
792,2021,District Court - West,Public Nuisance,79700,36
793,2021,District Court - East,Cheating,11100,33
794,2021,District Court - East,Public Nuisance,21200,2
795,2021,District Court - East,Public Nuisance,40100,31
796,2021,District Court - North,Public Nuisance,6700,9
797,2021,District Court - North,NDPS,36000,24
798,2021,District Court - East,NDPS,38200,12
799,2021,District Court - Central,Cheating,9700,12
800,2021,District Court - South,NDPS,33700,40
801,2021,District Court - Central,Cheating,6700,23
802,2021,District Court - North,Theft,26200,44
803,2021,District Court - Central,Public Nuisance,19900,1
804,2021,District Court - North,Theft,19100,3
805,2021,District Court - North,Assault,17500,23
806,2021,District Court - East,Domestic Dispute,11600,7
807,2021,District Court - East,Theft,17300,2
808,2021,District Court - West,NDPS,17000,24
809,2021,District Court - East,NDPS,15000,33
810,2021,District Court - North,Cheating,11100,36
811,2021,District Court - Central,Cyber Offence,8700,6
812,2021,District Court - West,Assault,12000,33
813,2021,District Court - Central,Cyber Offence,15700,34
814,2021,District Court - South,Cyber Offence,34100,1
815,2021,District Court - East,Theft,19800,12
816,2021,District Court - South,NDPS,5700,35
817,2021,District Court - East,Assault,9000,38
818,2021,District Court - East,Public Nuisance,6500,3
819,2021,District Court - East,Cyber Offence,19200,39
820,2021,District Court - Central,Cyber Offence,32300,1
821,2021,District Court - West,Cyber Offence,7600,26
822,2021,District Court - South,Domestic Dispute,30100,44
823,2021,District Court - West,Domestic Dispute,10000,16
824,2021,District Court - West,Cyber Offence,4800,25
825,2021,District Court - North,NDPS,43100,22
826,2021,District Court - West,NDPS,10400,43
827,2021,District Court - South,Assault,20200,9
828,2021,District Court - East,NDPS,10100,28
829,2021,District Court - Central,Domestic Dispute,35800,24
830,2021,District Court - West,Cyber Offence,8300,39
831,2021,District Court - East,Cheating,12400,38
832,2021,District Court - North,Cyber Offence,22000,28
833,2021,District Court - West,Cheating,12100,14
834,2021,District Court - South,Public Nuisance,6900,1
835,2021,District Court - West,Assault,33300,26
836,2021,District Court - South,Domestic Dispute,13300,33
837,2021,District Court - South,NDPS,22800,8
838,2021,District Court - East,Domestic Dispute,13500,39
839,2021,District Court - North,Cheating,6000,25
840,2021,District Court - West,Public Nuisance,16200,15
841,2021,District Court - East,Assault,8700,21
842,2021,District Court - West,Domestic Dispute,33000,21
843,2021,District Court - East,Assault,14900,45
844,2021,District Court - South,Theft,7500,18
845,2021,District Court - Central,Cheating,59700,29
846,2021,District Court - West,Assault,11400,11
847,2021,District Court - West,Theft,12100,4
848,2021,District Court - East,Cheating,30400,41
849,2021,District Court - East,Public Nuisance,16200,11
850,2021,District Court - South,Theft,17100,17
851,2021,District Court - North,Theft,10200,13
852,2021,District Court - South,Assault,18300,27
853,2021,District Court - North,NDPS,11700,25
854,2021,District Court - Central,Domestic Dispute,12000,1
855,2021,District Court - East,Theft,19500,44
856,2021,District Court - Central,Public Nuisance,24200,30
857,2021,District Court - South,Assault,24700,9
858,2021,District Court - North,Assault,45300,30
859,2021,District Court - West,Theft,42700,32
860,2021,District Court - West,Public Nuisance,13600,11
861,2021,District Court - West,Cyber Offence,9000,36
862,2021,District Court - East,Domestic Dispute,8800,45
863,2021,District Court - Central,Cheating,31600,37
864,2021,District Court - North,Cyber Offence,17000,27
865,2021,District Court - Central,NDPS,15100,23
866,2021,District Court - East,Public Nuisance,7600,32
867,2021,District Court - North,NDPS,12900,12
868,2021,District Court - North,Assault,15200,43
869,2021,District Court - Central,Cheating,13100,21
870,2021,District Court - East,Cheating,12000,36
871,2021,District Court - Central,Public Nuisance,9900,23
872,2021,District Court - West,Cheating,12500,38
873,2021,District Court - East,Theft,13000,45
874,2021,District Court - Central,Theft,10300,41
875,2021,District Court - West,Cheating,70500,30
876,2021,District Court - East,Assault,10400,21
877,2021,District Court - Central,Cyber Offence,10500,10
878,2021,District Court - Central,Cyber Offence,11700,6
879,2021,District Court - West,Assault,49600,39
880,2021,District Court - East,Domestic Dispute,19500,10
881,2021,District Court - East,Domestic Dispute,11800,5
